name,smiles,smarts,group,hierarchy
"3,4-methylenedioxyphenethylamine",NCCC1=CC=C2OCOC2=C1,[#7]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"a,a-dimethyl-3,4-methylenedioxy-phenethylamine",CC(C)(N)CC1=CC=C2OCOC2=C1,[#6]-[#6](-[#6])(-[#7])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-npropargylamphetamine)",CC(CC1=CC=C2OCOC2=C1)NCC#C,[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7]-[#6]-[#6]#[#6],pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-n-propylamphetamine",CCCNC(C)CC1=CC=C2OCOC2=C1,[#6]-[#6]-[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
metaescaline,CCOC1=CC(=CC(=C1OC)OC)CCN,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"3-methoxy-4,5-ethylenedioxyamphetamine",COC1=C2OCCOC2=CC(=C1)CCN,[#6]-[#8]-[#6]1:[#6]2-[#8]-[#6]-[#6]-[#8]-[#6]:2:[#6]:[#6](:[#6]:1)-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"4,5-diethoxy-2-methoxyamphetamine",CCOC1=CC(=C(OC)C=C1OCC)CC(C)N,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#8]-[#6]-[#6])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-ethoxyamphetamine",CCOC1=CC(=C(CC(C)N)C=C1OC)OC,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]:1-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
3-methoxy-4-ethoxyphenethylamine,CCOC1=CC=C(CCN)C=C1OC,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"5-bromo-2,4-dimethoxyamphetamine",COC1=CC(=C(CC(C)N)C=C1Br)OC,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]:1-[#35])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,4-dimethoxy-5-methylthioamphetamine",COC1=C(CC(C)N)C=C(SC)C(=C1)OC,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6](-[#16]-[#6]):[#6](:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-n-methylamphetamine",CNC(C)CC1=C(OC)C=CC(=C1)OC,[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6](-[#8]-[#6]):[#6]:[#6]:[#6](:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"4-bromo-2,5-dimethoxy-n-methylamphetamine",CNC(C)CC1=C(OC)C=C(Br)C(=C1)OC,[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6](-[#8]-[#6]):[#6]:[#6](-[#35]):[#6](:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2-methylamino-1-(3,4-methylenedioxyphenyl)butane",CCC(CC1=CC=C2OCOC2=C1)NC,[#6]-[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7]-[#6],pihkal,narcotics.pihkal.pihkal
"2-methylamino-1-(3,4-methylenedioxyphenyl)pentane",CCCC(CC1=CC=C2OCOC2=C1)NC,[#6]-[#6]-[#6]-[#6](-[#6]-[#6]1:[#6]:[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1)-[#7]-[#6],pihkal,narcotics.pihkal.pihkal
4-methoxy-n-methylamphetamine,CNC(C)CC1=CC=C(OC)C=C1,[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1,pihkal,narcotics.pihkal.pihkal
"2-methoxy-n-methyl-4,5-methylenedioxyamphetamine",CNC(C)CC1=C(OC)C=C2OCOC2=C1,[#6]-[#7]-[#6](-[#6])-[#6]-[#6]1:[#6](-[#8]-[#6]):[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3-methoxy-4,5-methylenedioxyamphetamine",COC1=C2OCOC2=CC(=C1)CC(C)N,[#6]-[#8]-[#6]1:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:[#6](:[#6]:1)-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2-methoxy-4,5-methylenedioxyamphetamine",COC1=C(CC(C)N)C=C2OCOC2=C1,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"2-methoxy-3,4-methylenedioxyamphetamine",COC1=C2OCOC2=CC=C1CC(C)N,[#6]-[#8]-[#6]1:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:[#6]:[#6]:1-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"4-methoxy-2,3-methylenedioxyamphetamine",COC1=CC=C(CC(C)N)C2=C1OCO2,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]2:[#6]:1-[#8]-[#6]-[#8]-2,pihkal,narcotics.pihkal.pihkal
"2,4-dimethoxy-5-ethoxyamphetamine",CCOC1=CC(=C(OC)C=C1OC)CC(C)N,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6]:[#6]:1-[#8]-[#6])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
metaproscaline,CCCOC1=CC(=CC(=C1OC)OC)CCN,[#6]-[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"2,5-dimethoxy-4-(n)-propoxyamphetamine",COc1cc(OC)c(cc1OCCC)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:[#6]:1-[#8]-[#6]-[#6]-[#6])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"4,5-dimethoxy-2-methylthioamphetamine",COC1=CC(=C(SC)C=C1OC)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#16]-[#6]):[#6]:[#6]:1-[#8]-[#6])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
proscaline,CCCOC1=C(OC)C=C(CCN)C=C1OC,[#6]-[#6]-[#6]-[#8]-[#6]1:[#6](-[#8]-[#6]):[#6]:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
phenescaline,COC1=CC(=CC(=C1OCCCC2=CC=CC=C2)OC)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1)-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
phenethylamine,NCCC1=CC=CC=C1,[#7]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,pihkal,narcotics.pihkal.pihkal
"3,5-dimethoxy-4-(2-propynyloxy)phenethylamine",COC1=CC(=CC(=C1OCC=C)OC)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6]-[#6]=[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
symbescaline,CCOC1=CC(=CC(=C1OC)OCC)CCN,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6])-[#8]-[#6]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"2,3,4,5-tetramethoxyamphetamine",COC1=C(OC)C(=C(OC)C(=C1)CC(C)N)OC,[#6]-[#8]-[#6]1:[#6](-[#8]-[#6]):[#6](:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#6]-[#6](-[#6])-[#7])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
3-thioasymbescaline,[CH3:16][CH2:15][O:14][C:8]1=[C:1]([S:10][CH2:11][CH3:17])[CH:2]=[C:3]([CH2:5][CH2:6][NH2:7])[CH:4]=[C:9]1[O:12][CH3:13],[#6H3:16]-[#6H2:15]-[#8:14]-[#6:8]1:[#6:1](-[#16:10]-[#6H2:11]-[#6H3:17]):[#6H:2]:[#6:3](-[#6H2:5]-[#6H2:6]-[#7H2:7]):[#6H:4]:[#6:9]:1-[#8:12]-[#6H3:13],pihkal,narcotics.pihkal.pihkal
4-thioasymbescaline,CCOC1=CC(=CC(=C1SCC)OC)CCN,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#16]-[#6]-[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
5-thioasymbescaline,CCOC1=CC(=CC(=C1OCC)SC)CCN,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6]-[#6])-[#16]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
4-thiobuscaline,CCCCSC1=C(OC)C=C(CCN)C=C1OC,[#6]-[#6]-[#6]-[#6]-[#16]-[#6]1:[#6](-[#8]-[#6]):[#6]:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
3-thioescaline,CCOC1=C(OC)C=C(CCN)C=C1SC,[#6]-[#6]-[#8]-[#6]1:[#6](-[#8]-[#6]):[#6]:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1-[#16]-[#6],pihkal,narcotics.pihkal.pihkal
4-thioescaline,[CH3:16][CH2:11][S:10][C:8]1=[C:1]([O:12][CH3:13])[CH:2]=[C:3]([CH2:5][CH2:6][NH2:7])[CH:4]=[C:9]1[O:14][CH3:15],[#6H3:16]-[#6H2:11]-[#16:10]-[#6:8]1:[#6:1](-[#8:12]-[#6H3:13]):[#6H:2]:[#6:3](-[#6H2:5]-[#6H2:6]-[#7H2:7]):[#6H:4]:[#6:9]:1-[#8:14]-[#6H3:15],pihkal,narcotics.pihkal.pihkal
2-thioisomescaline,COC1=C(OC)C(=C(CCN)C=C1)SC,[#6]-[#8]-[#6]1:[#6](-[#8]-[#6]):[#6](:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1)-[#16]-[#6],pihkal,narcotics.pihkal.pihkal
3-thiomescaline,COC1=C(SC)C(=C(CCN)C=C1)OC,[#6]-[#8]-[#6]1:[#6](-[#16]-[#6]):[#6](:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
4-thioisomescaline,COC1=C(CCN)C=CC(=C1OC)SC,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:[#6](:[#6]:1-[#8]-[#6])-[#16]-[#6],pihkal,narcotics.pihkal.pihkal
2-thiomescaline,COC1=CC(=CC(=C1OC)SC)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6])-[#16]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
4-thiomescaline,COC1=CC(=CC(=C1SC)OC)CCN,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#16]-[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"3,4,5-trimethoxyamphetamine",COC1=CC(=CC(=C1OC)OC)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6])-[#8]-[#6])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,4,5-trimethoxyamphetamine",COC1=C(CC(C)N)C=C(OC)C(=C1)OC,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,3,4-trimethoxyamphetamine",COC1=C(OC)C(=C(CC(C)N)C=C1)OC,[#6]-[#8]-[#6]1:[#6](-[#8]-[#6]):[#6](:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,3,5-trimethoxyamphetamine",COC1=CC(=C(OC)C(=C1)OC)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#8]-[#6])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"2,3,6-trimethoxyamphetamine",COC1=CC=C(OC)C(=C1CC(C)N)OC,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1-[#6]-[#6](-[#6])-[#7])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
"2,4,6-trimethoxyamphetamine",COC1=CC(=C(CC(C)N)C(=C1)OC)OC,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6](-[#6])-[#7]):[#6](:[#6]:1)-[#8]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
3-thiometaescaline,CCSC1=CC(=CC(=C1OC)OC)CCN,[#6]-[#6]-[#16]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
4-thiometaescaline,CCOC1=CC(=CC(=C1SC)OC)CCN,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#16]-[#6])-[#8]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
5-thiometaescaline,CCOC1=CC(=CC(=C1OC)SC)CCN,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6])-[#16]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
"3,4-methylenedioxy-2-methylthioamphetamine",CSC1=C2OCOC2=CC=C1CC(C)N,[#6]-[#16]-[#6]1:[#6]2-[#8]-[#6]-[#8]-[#6]:2:[#6]:[#6]:[#6]:1-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
"6-(2-aminopropyl)-5-methoxy-1,3-benzoxathiol",COC1=C(CC(C)N)C=C2OCSC2=C1,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]2-[#8]-[#6]-[#16]-[#6]:2:[#6]:1,pihkal,narcotics.pihkal.pihkal
"2,4,5-trimethoxyphenethylamine",COC1=C(CCN)C=C(OC)C(=C1)OC,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6]-[#7]):[#6]:[#6](-[#8]-[#6]):[#6](:[#6]:1)-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
4-ethyl-5-methoxy-2-methylthioamphetamine,CCC1=CC(=C(CC(C)N)C=C1OC)SC,[#6]-[#6]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]:1-[#8]-[#6])-[#16]-[#6],pihkal,narcotics.pihkal.pihkal
4-ethyl-2-methoxy-5-methylthioamphetamine,CCC1=CC(=C(CC(C)N)C=C1SC)OC,[#6]-[#6]-[#6]1:[#6]:[#6](:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6]:1-[#16]-[#6])-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
5-methoxy-4-methyl-2-methylthioamphetamine,COC1=CC(=C(SC)C=C1C)CC(C)N,[#6]-[#8]-[#6]1:[#6]:[#6](:[#6](-[#16]-[#6]):[#6]:[#6]:1-[#6])-[#6]-[#6](-[#6])-[#7],pihkal,narcotics.pihkal.pihkal
2-methoxy-4-methyl-5-methylthioamphetamine,COC1=C(CC(C)N)C=C(SC)C(=C1)C,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6](-[#16]-[#6]):[#6](:[#6]:1)-[#6],pihkal,narcotics.pihkal.pihkal
2-methoxy-4-methyl-5-methylsulfinylamphetamine,COC1=C(CC(C)N)C=C(C(=C1)C)[S](C)=O,[#6]-[#8]-[#6]1:[#6](-[#6]-[#6](-[#6])-[#7]):[#6]:[#6](:[#6](:[#6]:1)-[#6])-[#16](-[#6])=[#8],pihkal,narcotics.pihkal.pihkal
thioproscaline,CCCSC1=C(OC)C=C(CCN)C=C1OC,[#6]-[#6]-[#6]-[#16]-[#6]1:[#6](-[#8]-[#6]):[#6]:[#6](-[#6]-[#6]-[#7]):[#6]:[#6]:1-[#8]-[#6],pihkal,narcotics.pihkal.pihkal
trescaline,CCOC1=CC(=CC(=C1OCC)OCC)CCN,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#8]-[#6]-[#6])-[#8]-[#6]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
3-thiosymbescaline,CCOC1=C(OC)C(=CC(=C1)CCN)SCC,[#6]-[#6]-[#8]-[#6]1:[#6](-[#8]-[#6]):[#6](:[#6]:[#6](:[#6]:1)-[#6]-[#6]-[#7])-[#16]-[#6]-[#6],pihkal,narcotics.pihkal.pihkal
4-thiosymbescaline,CCOC1=CC(=CC(=C1SC)OCC)CCN,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#16]-[#6])-[#8]-[#6]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
3-thiotrescaline,CCOC1=C(OCC)C(=CC(=C1)CCN)SCC,[#6]-[#6]-[#8]-[#6]1:[#6](-[#8]-[#6]-[#6]):[#6](:[#6]:[#6](:[#6]:1)-[#6]-[#6]-[#7])-[#16]-[#6]-[#6],pihkal,narcotics.pihkal.pihkal
4-thiotrescaline,CCOC1=CC(=CC(=C1SCC)OCC)CCN,[#6]-[#6]-[#8]-[#6]1:[#6]:[#6](:[#6]:[#6](:[#6]:1-[#16]-[#6]-[#6])-[#8]-[#6]-[#6])-[#6]-[#6]-[#7],pihkal,narcotics.pihkal.pihkal
3681_1190,O=C1NC(=O)C(=Cc2cc(Br)ccc2OCc2ccc(Cl)cc2)C(=O)N1,Clc1ccc(COc2ccc(Br)cc2C=C2C(=O)NC(=O)NC2=O)cc1,aggregator,medicinal_chemistry.aggregator
4854_0030,N=C(N)Nc1nc(-c2ccc(O)c(O)c2)cs1,NC(=N)Nc1nc(cs1)c1ccc(O)c(O)c1,aggregator,medicinal_chemistry.aggregator
1687_0217,O=C(Nc1nnc(-c2ccccc2Cl)s1)c1cccs1,Clc1ccccc1c1nnc(NC(=O)c2cccs2)s1,aggregator,medicinal_chemistry.aggregator
4896_5245,C=CCOc1cccc(C=C2C(=O)Nc3ccc(Br)cc32)c1,Brc1ccc2NC(=O)C(=Cc3cccc(OCC=C)c3)c2c1,aggregator,medicinal_chemistry.aggregator
C155_0360,Cc1cc(C)cc(NC(=O)C(CC(C)C)NC(=O)C2CCCCC2)c1,CC(C)CC(NC(=O)C1CCCCC1)C(=O)Nc1cc(C)cc(C)c1,aggregator,medicinal_chemistry.aggregator
4695_1149,c1ccc2c(c1)Oc1ccccc1C2n1nnc2ccccc21,O1c2ccccc2C(c2ccccc12)n1nnc2ccccc12,aggregator,medicinal_chemistry.aggregator
2110_0302,CCOc1cc(C=C2SC(=S)N(NC(=O)c3ccccc3Cl)C2=O)ccc1O,CCOc1cc(C=C2SC(=S)N(NC(=O)c3ccccc3Cl)C2=O)ccc1O,aggregator,medicinal_chemistry.aggregator
4112_3656,CN(C)c1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,CN(C)c1ccc(Nc2nc(cs2)c2ccc(Cl)cc2)cc1,aggregator,medicinal_chemistry.aggregator
C310_1061,COc1ccc(C=C2Sc3ccc(C(=O)NCc4ccccc4)cc3N(C)C2=O)cc1,COc1ccc(C=c2sc3ccc(cc3n(C)c2=O)C(=O)NCc2ccccc2)cc1,aggregator,medicinal_chemistry.aggregator
C801_0362,O=C(Cn1cnc2c(cnn2-c2ccc(F)cc2)c1=O)N1CCN(c2ccccc2)CC1,Fc1ccc(cc1)n1ncc2c(=O)n(CC(=O)N3CCN(CC3)c3ccccc3)cnc12,aggregator,medicinal_chemistry.aggregator
K781_3644,,[O-]=N(=O)c1cc(ccc1N1CCN(CC1)c1ccccn1)C(=O)NCc1cccs1,aggregator,medicinal_chemistry.aggregator
0831_0436,O=C(Nc1nc(-c2ccccc2)cs1)c1ccccc1,O=C(Nc1nc(cs1)c1ccccc1)c1ccccc1,aggregator,medicinal_chemistry.aggregator
Bisindolylmalemide_i,CN(C)[C][C][C]n1[c]c(C2=C(c3[c]n(C)c4[c][c][c][c]c34)C(=O)[N]C2=O)c2[c][c][c][c]c21,[CH3][N]([CH3])[C][C][C][n]1[c][c]([C]2=[C]([C](=O)[N][C]2=O)[c]3[c][n]([CH3])[c]4[c][c][c][c][c]34)[c]5[c][c][c][c][c]15,aggregator,medicinal_chemistry.aggregator
3643_1650,Cc1ccc(C=C(C#N)c2nc3ccccc3c(=O)[nH]2)cc1,Cc1ccc(C=C(C#N)c2nc3ccccc3c(=O)[nH]2)cc1,aggregator,medicinal_chemistry.aggregator
C224_5057,Cc1ccc(NC(=O)c2ccc(NC(=O)CCS(=O)(=O)c3cccs3)cc2)cc1,Cc1ccc(NC(=O)c2ccc(NC(=O)CCS(=O)(=O)c3cccs3)cc2)cc1,aggregator,medicinal_chemistry.aggregator
8003_5245,O=C1c2cc3ccccc3c(-c3ccccc3)c2C(=O)N1c1ccc(O)cc1,Oc1ccc(cc1)N1C(=O)c2cc3ccccc3c(c3ccccc3)c2C1=O,aggregator,medicinal_chemistry.aggregator
3331_3149,O=C1Nc2ccc(Br)cc2C1=Nc1ccc(Cl)cc1,Clc1ccc(cc1)N=C1C(=O)Nc2ccc(Br)cc12,aggregator,medicinal_chemistry.aggregator
1687_0292,O=C(Nc1nnc(-c2ccc(Br)cc2)s1)c1cccs1,Brc1ccc(cc1)c1nnc(NC(=O)c2cccs2)s1,aggregator,medicinal_chemistry.aggregator
4264_0007,O=C1NC(=NN=Cc2ccccc2O)SC1Cc1ccc(Cl)cc1,Oc1ccccc1C=NN=C1NC(=O)C(Cc2ccc(Cl)cc2)S1,aggregator,medicinal_chemistry.aggregator
4476_1849,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccc(-c2cc(Cl)ccc2Cl)o1,COC(=O)C1=C(C)NC(=C(C1c1oc(cc1)c1cc(Cl)ccc1Cl)C(=O)OC)C,aggregator,medicinal_chemistry.aggregator
K788_2054,COc1ccc(NC(=S)NCC2CCN(c3ccc(OC)cc3)C2)cc1,COc1ccc(NC(=S)NCC2CCN(C2)c2ccc(OC)cc2)cc1,aggregator,medicinal_chemistry.aggregator
8012_8466,CCOc1ccc2nc(SCC(=O)c3ccc(O)cc3)sc2c1,CCOc1ccc2nc(SCC(=O)c3ccc(O)cc3)sc2c1,aggregator,medicinal_chemistry.aggregator
5186_0397,Cc1cccnc1Nc1nc(-c2ccc(O)c(O)c2)cs1,Cc1cccnc1Nc1nc(cs1)c1ccc(O)c(O)c1,aggregator,medicinal_chemistry.aggregator
1814_1801,O=C1Nc2ccccc2C1=Cc1cc(Br)ccc1O,Oc1ccc(Br)cc1C=C1C(=O)Nc2ccccc12,aggregator,medicinal_chemistry.aggregator
4554_1325,CCCCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1,CCCCN(CC)S(=O)(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1[nH]c2ccccc2n1,aggregator,medicinal_chemistry.aggregator
4476_4106,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc(Oc2ccccc2)c1,CCOC(=O)C1=C(C)NC(=C(C1c1cccc(Oc2ccccc2)c1)C(=O)OCC)C,aggregator,medicinal_chemistry.aggregator
0800_0109,O=C(Nc1nc(-c2ccc3ccccc3c2)cs1)c1ccccc1,O=C(Nc1nc(cs1)c1ccc2ccccc2c1)c1ccccc1,aggregator,medicinal_chemistry.aggregator
1814_1806,CCCCCCc1cc(C=C2C(=O)Nc3ccccc32)c(O)cc1O,CCCCCCc1cc(C=C2C(=O)Nc3ccccc23)c(O)cc1O,aggregator,medicinal_chemistry.aggregator
5432_0037,Cn1cc(C(=O)NN=Cc2ccccc2O)c2ccccc21,Cn1cc(C(=O)NN=Cc2ccccc2O)c2ccccc12,aggregator,medicinal_chemistry.aggregator
C336_0015,CCOc1ccc(NC(=O)CSC2=Nc3ccccc3C3=NC(c4ccccc4)C(=O)N23)cc1,CCOc1ccc(NC(=O)CSc2nc3ccccc3c3=NC(C(=O)n23)c2ccccc2)cc1,aggregator,medicinal_chemistry.aggregator
2159_2474,COc1ccc(C=C2SC(=O)N(Cc3ccccc3)C2=O)cc1,COc1ccc(C=C2SC(=O)N(Cc3ccccc3)C2=O)cc1,aggregator,medicinal_chemistry.aggregator
0657_0230,CCN(CC)c1ccc2cc(-c3csc(NN=Cc4ccccc4)n3)c(=O)oc2c1,CCN(CC)c1ccc2cc(c(=O)oc2c1)c1csc(NN=Cc2ccccc2)n1,aggregator,medicinal_chemistry.aggregator
3355_0028,COc1ccc(C2CC(c3ccccc3)=NN2S(=O)(=O)c2ccccc2)cc1,COc1ccc(cc1)C1CC(=NN1S(=O)(=O)c1ccccc1)c1ccccc1,aggregator,medicinal_chemistry.aggregator
1331_0061,Cc1ccc(C(=O)NN2C(=O)C(=Cc3ccccc3)SC2=S)cc1,Cc1ccc(cc1)C(=O)NN1C(=S)SC(=Cc2ccccc2)C1=O,aggregator,medicinal_chemistry.aggregator
5682_0014,O=C1Nc2ccccc2C1=CNCc1ccc(Cl)cc1,Clc1ccc(CNC=C2C(=O)Nc3ccccc23)cc1,aggregator,medicinal_chemistry.aggregator
5591_2622,CC(C)c1ccc(S(=O)(=O)N=C2C=C(Nc3ccc(O)cc3)C(=O)c3ccccc32)cc1,CC(C)c1ccc(cc1)S(=O)(=O)N=C1C=C(Nc2ccc(O)cc2)C(=O)c2ccccc12,aggregator,medicinal_chemistry.aggregator
